,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,positive_score,negative_score,polarity_score,average_sentence_length,percentage_of_complex_words,fog_index,complex_word_count,word_count,uncertainty_score,constraining_score,positive_word_proportion,negative_word_proportion,uncertainty_word_proportion,constraining_word_proportion
98,6201,AMR CORP,200003,2000-03-27,10-K405,edgar/data/6201/0000950134-00-002454.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
99,6201,AMR CORP,200005,2000-05-11,10-Q,edgar/data/6201/0000006201-00-000009.txt,6,10,-0.24999998437500096,21.625,20.809248554913296,16.973699421965318,108,519,4,5,0.011560693641618497,0.019267822736030827,0.007707129094412331,0.009633911368015413
100,6201,AMR CORP,200007,2000-07-28,10-Q,edgar/data/6201/0000950134-00-006067.txt,34,143,-0.6158192055603435,11.673267326732674,31.14927905004241,17.129018550710033,1469,4716,67,36,0.00720949957591179,0.030322307039864292,0.014206955046649703,0.007633587786259542
101,6201,AMR CORP,200010,2000-10-26,10-Q,edgar/data/6201/0000006201-00-000017.txt,35,161,-0.6428571395772595,12.883977900552486,32.13979416809605,18.009508827459417,1499,4664,71,36,0.007504288164665523,0.034519725557461405,0.015222984562607204,0.007718696397941681
102,6201,AMR CORP,200103,2001-03-22,10-K405,edgar/data/6201/0000950134-01-002483.txt,793,2967,-0.5781914892079278,14.18593923970097,38.350880733739224,21.01472798937608,34204,89187,1171,1498,0.008891430365412,0.03326718019442296,0.013129716214246471,0.016796169845381053
103,6201,AMR CORP,200104,2001-04-24,10-Q,edgar/data/6201/0000950134-01-500665.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
104,6201,AMR CORP,200108,2001-08-13,10-Q,edgar/data/6201/0000006201-01-500032.txt,29,153,-0.6813186775751721,13.942786069651742,32.7921498661909,18.693974374337056,1838,5605,116,45,0.0051739518287243534,0.027297056199821586,0.020695807314897414,0.008028545941123996
105,6201,AMR CORP,200110,2001-10-25,10-Q,edgar/data/6201/0000006201-01-500047.txt,40,228,-0.7014925346959234,15.216494845360824,35.12195121951219,20.135378425949206,2592,7380,167,77,0.005420054200542005,0.030894308943089432,0.02262872628726287,0.01043360433604336
106,6201,AMR CORP,200202,2002-02-28,10-K405,edgar/data/6201/0000950134-02-001661.txt,6,10,-0.24999998437500096,21.625,20.809248554913296,16.973699421965318,108,519,4,5,0.011560693641618497,0.019267822736030827,0.007707129094412331,0.009633911368015413
107,6201,AMR CORP,200204,2002-04-18,10-Q,edgar/data/6201/0000006201-02-000015.txt,17,117,-0.7462686511472489,12.178343949044587,34.04811715481171,18.49058444154252,1302,3824,67,40,0.00444560669456067,0.03059623430962343,0.01752092050209205,0.010460251046025104
108,6201,AMR CORP,200207,2002-07-19,10-Q,edgar/data/6201/0000006201-02-000035.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
109,6201,AMR CORP,200210,2002-10-18,10-Q,edgar/data/6201/0000006201-02-000052.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
110,6201,AMR CORP,200210,2002-10-18,10-Q/A,edgar/data/6201/0000950134-02-012680.txt,24,138,-0.7037036993598538,11.52322738386308,36.282622533418206,19.122339966912516,1710,4713,72,44,0.005092297899427116,0.02928071292170592,0.015276893698281349,0.009335879482283047
111,6201,AMR CORP,200210,2002-10-18,10-Q/A,edgar/data/6201/0000950134-02-012682.txt,30,193,-0.7309417007581089,11.990689013035382,35.5024072060879,18.997238487649316,2286,6439,88,56,0.004659108557229384,0.029973598384842367,0.013666718434539525,0.008697002640161516
112,6201,AMR CORP,200304,2003-04-01,NT 10-K,edgar/data/6201/0000006201-03-000012.txt,6,10,-0.24999998437500096,21.625,20.809248554913296,16.973699421965318,108,519,4,5,0.011560693641618497,0.019267822736030827,0.007707129094412331,0.009633911368015413
113,6201,AMR CORP,200304,2003-04-15,10-K,edgar/data/6201/0001047469-03-013301.txt,800,2136,-0.4550408717796183,40.65854694802436,9.554843428889894,20.085356150765705,27431,287090,1092,802,0.0027865826047580896,0.0074401755547041,0.0038036852554947926,0.002793549061269985
114,6201,AMR CORP,200305,2003-05-15,10-Q,edgar/data/6201/0000006201-03-000030.txt,66,294,-0.6333333315740741,12.854724964739068,36.833443054641215,19.875267207752117,3357,9114,153,114,0.007241606319947334,0.03225806451612903,0.016787360105332456,0.012508229098090849
115,6201,AMR CORP,200307,2003-07-18,10-Q,edgar/data/6201/0000006201-03-000045.txt,109,360,-0.5351812355326626,14.576576576576576,37.59491435634823,20.86859637316992,4258,11326,199,162,0.009623874271587498,0.03178527282359173,0.01757019247748543,0.01430337277061628
116,6201,AMR CORP,200810,2008-10-16,10-Q,edgar/data/6201/0000006201-08-000060.txt,147,889,-0.7162162155248878,543.0178571428571,7.566838764839357,220.2338783630786,16107,212863,339,284,0.0006905850241704758,0.00417639514617383,0.0015925736271686483,0.0013341914752681302
117,6201,AMR CORP,200902,2009-02-19,10-K,edgar/data/6201/0000006201-09-000009.txt,869,3195,-0.5723425195442071,590.215139442231,8.861243114807214,239.6305530228153,65637,740720,1108,1052,0.0011731828491197754,0.0043133707743816824,0.00149584188357274,0.001420239766713468
118,6201,AMR CORP,200904,2009-04-16,10-Q,edgar/data/6201/0000006201-09-000016.txt,88,433,-0.662188098537067,988.2758620689655,7.91695743196092,398.47712780037057,6807,85980,195,114,0.0010234938357757619,0.005036054896487555,0.0022679692951849267,0.0013258897418004186
119,6201,AMR CORP,200907,2009-07-15,10-Q,edgar/data/6201/0000006201-09-000029.txt,244,1051,-0.6231660226848138,968.0585585585585,8.472888524910543,390.61257883338766,18209,214909,506,391,0.0011353642704586592,0.004890442001032996,0.0023544849215249245,0.0018193747120874417
120,6201,AMR CORP,200910,2009-10-21,10-Q,edgar/data/6201/0000006201-09-000038.txt,154,660,-0.6216216208579587,666.6622222222222,7.618717458116388,269.71237587213545,11428,149999,340,183,0.0010266735111567411,0.00440002933352889,0.0022666817778785194,0.0012200081333875558
121,6201,AMR CORP,200911,2009-11-06,10-Q/A,edgar/data/6201/0000006201-09-000040.txt,6,83,-0.865168529604848,279.2307692307692,9.882920110192837,115.64547573638484,1435,14520,17,30,0.00041322314049586776,0.005716253443526171,0.0011707988980716253,0.002066115702479339
122,6201,AMR CORP,201002,2010-02-17,10-K,edgar/data/6201/0000006201-10-000006.txt,383,1898,-0.6641823758596307,718.336551724138,7.45573105680941,290.316913112379,38829,520794,702,443,0.0007354155385814737,0.0036444352277483997,0.0013479417965644766,0.00085062423914254
123,6201,AMR CORP,201004,2010-04-21,10-Q,edgar/data/6201/0000006201-10-000013.txt,92,405,-0.6297786707650329,1099.1704545454545,7.434325472722198,442.64191200727066,7191,96727,162,98,0.0009511305013078044,0.004187041880757182,0.001674816752302873,0.0010131607513930961
124,6201,AMR CORP,201007,2010-07-21,10-Q,edgar/data/6201/0000950123-10-066894.txt,194,4620,-0.9194017447196922,43.12337413925019,6.5216523470940215,19.858010594537685,14703,225449,412,307,0.00086050503661582,0.020492439531778806,0.001827464304565556,0.001361727042479674
125,6201,AMR CORP,201010,2010-10-20,10-Q,edgar/data/6201/0000950123-10-094605.txt,189,4378,-0.9172323186080069,93.42207792207792,7.054980190449712,40.19082324501105,12180,172644,345,274,0.0010947383054146103,0.0253585412756887,0.00199833182734413,0.0015870809295428744
126,6260,ANACOMP INC,199402,1994-02-14,10-Q,edgar/data/6260/0000006260-94-000014.txt,6,10,-0.24999998437500096,21.625,20.809248554913296,16.973699421965318,108,519,4,5,0.011560693641618497,0.019267822736030827,0.007707129094412331,0.009633911368015413
127,6260,ANACOMP INC,199405,1994-05-12,10-Q,edgar/data/6260/0000006260-94-000016.txt,10,13,-0.1304347769376184,2.100840336134454,33.35,14.180336134453782,667,2000,15,7,0.005,0.0065,0.0075,0.0035
128,6260,ANACOMP INC,199712,1997-12-29,10-K,edgar/data/6260/0000006260-97-000011.txt,181,443,-0.4198717941989234,11.909505208333334,39.90597496310064,20.726192068573592,7300,18293,240,169,0.009894495162083856,0.024216913573498058,0.01311977259060843,0.009238506532553436
129,6260,ANACOMP INC,199802,1998-02-17,10-Q,edgar/data/6260/0000006260-98-000001.txt,38,166,-0.6274509773164167,10.096958174904943,39.9924684616833,20.0357706546353,2124,5311,38,57,0.007154961400866127,0.031255884014309926,0.007154961400866127,0.01073244210129919
130,6260,ANACOMP INC,199805,1998-05-13,10-Q,edgar/data/6260/0000006260-98-000003.txt,34,63,-0.29896906908279314,10.92517006802721,34.184308841843084,18.043791563948115,1098,3212,33,27,0.010585305105853052,0.019613947696139476,0.010273972602739725,0.008405977584059776
131,6260,ANACOMP INC,199808,1998-08-14,10-Q,edgar/data/6260/0000914121-98-000672.txt,35,109,-0.513888885320216,11.687845303867404,35.027180335618056,18.686010255794184,1482,4231,48,41,0.008272276057669581,0.025762231151028124,0.011344835736232569,0.009690380524698653
132,6260,ANACOMP INC,199812,1998-12-29,10-K405,edgar/data/6260/0001047469-98-045227.txt,178,349,-0.32447817775241333,11.50236326806212,39.63017317287937,20.453014576376596,6751,17035,254,138,0.0104490754329322,0.02048723216906369,0.014910478426768419,0.00810096859407103
133,6260,ANACOMP INC,199902,1999-02-11,10-Q,edgar/data/6260/0000006260-99-000005.txt,20,65,-0.5294117584775088,11.142372881355932,37.389717067234564,19.4128359794362,1229,3287,66,27,0.0060845756008518406,0.019774870702768482,0.020079099482811075,0.008214177061149984
134,6260,ANACOMP INC,199905,1999-05-17,10-Q,edgar/data/6260/0000006260-99-000007.txt,73,227,-0.5133333316222223,13.521472392638037,38.73638838475499,20.903144310957213,3415,8816,198,75,0.008280399274047187,0.025748638838475498,0.022459165154264972,0.00850725952813067
135,6260,ANACOMP INC,199908,1999-08-13,10-Q,edgar/data/6260/0000006260-99-000010.txt,36,152,-0.6170212733137166,11.6010101010101,37.636047017849364,19.69482284754379,1729,4594,79,30,0.00783630822812364,0.03308663474096648,0.017196343056160208,0.006530256856769699
136,11860,BETHLEHEM STEEL CORP /DE/,199811,1998-11-12,10-Q,edgar/data/11860/0000011860-98-000022.txt,101,245,-0.41618496989541914,12.155963302752294,37.87169811320755,20.011064566383936,2509,6625,67,37,0.015245283018867925,0.0369811320754717,0.010113207547169812,0.005584905660377358
137,11860,BETHLEHEM STEEL CORP /DE/,199903,1999-03-24,10-K405,edgar/data/11860/0001021408-99-000543.txt,423,1024,-0.4153420867896737,17.22979174020473,34.237482586249286,20.58690973058161,16712,48812,547,392,0.008665901827419487,0.020978447922641974,0.011206260755551914,0.008030812095386381
138,11860,BETHLEHEM STEEL CORP /DE/,199905,1999-05-14,10-Q,edgar/data/11860/0000011860-99-000025.txt,15,50,-0.538461530177515,5.753086419753086,32.74678111587983,15.399947014253167,763,2330,32,9,0.006437768240343348,0.02145922746781116,0.013733905579399141,0.0038626609442060085
139,11860,BETHLEHEM STEEL CORP /DE/,199906,1999-06-29,10-K/A,edgar/data/11860/0000011860-99-000030.txt,22,16,0.15789473268698073,7.991176470588235,37.98306956201693,18.389698413042066,1032,2717,31,14,0.008097165991902834,0.005888847994111152,0.011409642988590356,0.005152741994847258
140,11860,BETHLEHEM STEEL CORP /DE/,199908,1999-08-05,10-Q,edgar/data/11860/0000011860-99-000035.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
141,11860,BETHLEHEM STEEL CORP /DE/,199911,1999-11-02,10-Q,edgar/data/11860/0000011860-99-000042.txt,73,256,-0.556231001348842,11.151041666666666,34.75945819710416,18.36419994550833,3721,10705,211,87,0.0068192433442316675,0.023914058851004203,0.01971041569360112,0.00812704343764596
142,11860,BETHLEHEM STEEL CORP /DE/,200003,2000-03-09,10-K,edgar/data/11860/0000011860-00-000019.txt,737,1692,-0.3931659117360371,11.537413849688217,39.44160776003072,20.39160864388758,27731,70309,780,1243,0.010482299563356043,0.024065197912073847,0.011093885562303545,0.017679102248645266
143,11860,BETHLEHEM STEEL CORP /DE/,200005,2000-05-03,10-Q,edgar/data/11860/0000011860-00-000022.txt,19,31,-0.23999999520000012,4.817910447761194,32.71375464684015,15.012666037840539,528,1614,12,10,0.011771995043370507,0.019206939281288724,0.007434944237918215,0.006195786864931847
144,11860,BETHLEHEM STEEL CORP /DE/,200006,2000-06-28,10-K/A,edgar/data/11860/0000011860-00-000025.txt,20,16,0.11111110802469146,7.952229299363057,38.966760112134565,18.767595764599047,973,2497,35,16,0.008009611533840609,0.006407689227072487,0.014016820184221065,0.006407689227072487
145,11860,BETHLEHEM STEEL CORP /DE/,200007,2000-07-26,10-Q,edgar/data/11860/0000011860-00-000028.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
146,11860,BETHLEHEM STEEL CORP /DE/,200010,2000-10-25,10-Q,edgar/data/11860/0000011860-00-000038.txt,27,70,-0.44329896450207257,6.017291066282421,33.2375478927203,15.701935583601088,694,2088,20,12,0.01293103448275862,0.033524904214559385,0.009578544061302681,0.005747126436781609
147,12239,SPHERIX INC,200704,2007-04-02,10-K,edgar/data/12239/0001104659-07-024804.txt,6,10,-0.24999998437500096,21.625,20.809248554913296,16.973699421965318,108,519,4,5,0.011560693641618497,0.019267822736030827,0.007707129094412331,0.009633911368015413
148,12239,SPHERIX INC,200705,2007-05-16,NT 10-Q,edgar/data/12239/0001104659-07-040463.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
149,12239,SPHERIX INC,200705,2007-05-18,10-Q,edgar/data/12239/0001104659-07-041441.txt,24,985,-0.9524281457359484,176.8880308880309,2.9903522940585847,71.9513532728358,1370,45814,81,25,0.0005238573361854454,0.02149997817261099,0.0017680185096258785,0.0005456847251931724
150,12239,SPHERIX INC,200705,2007-05-23,10-K/A,edgar/data/12239/0001104659-07-042333.txt,195,4499,-0.9169152107122037,190.83214285714286,2.947616641401381,77.5119037994177,6300,213732,321,145,0.0009123575318623323,0.021049725824864782,0.0015018808601426085,0.000678419703179683
151,12239,SPHERIX INC,200708,2007-08-14,10-Q,edgar/data/12239/0001104659-07-062470.txt,6,10,-0.24999998437500096,21.583333333333332,20.84942084942085,16.973101673101674,108,518,4,5,0.011583011583011582,0.019305019305019305,0.007722007722007722,0.009652509652509652
